grid_lat,grid_lon,n_species_baseline,n_species_recent,richness_change,richness_ratio,climate_departure
43.5,-3.5,4.0,4.0,0.0,1.0,0.06333333333333334
43.5,-3.25,4.0,1.0,-3.0,0.25,0.08
43.5,-3.0,1.0,2.0,1.0,2.0,0.06666666666666667
43.5,-2.75,1.0,5.0,4.0,5.0,0.06333333333333334
43.5,-2.5,0.0,1.0,1.0,,0.06
43.5,-1.75,2.0,2.0,0.0,1.0,0.06333333333333334
43.75,-8.0,1.0,2.0,1.0,2.0,0.09
43.75,-7.75,1.0,1.0,0.0,1.0,0.1
43.75,-7.5,0.0,2.0,2.0,,0.11
43.75,-6.0,0.0,1.0,1.0,,0.08
43.75,-5.75,0.0,6.0,6.0,,0.08
