species,cell_id,n_obs_baseline,present_baseline,n_obs_recent,present_recent,outcome,extinction,colonization,persistence,temp_baseline,temp_recent,temp_delta,temp_baseline_max,cpi_baseline,cpi_recent,cpi_delta
Bombus bohemicus,-7_49,0.0,0,9.0,1,2,0,1,0,8.275877952575684,9.84202766418457,1.5661497116088867,18.562164306640625,0.3180240321719958,0.516784528743125,0.19876049657112915
Bombus bohemicus,-7_50,0.0,0,8.0,1,2,0,1,0,9.970714569091797,11.193792343139648,1.2230777740478516,17.859527587890625,0.533116219725136,0.6883373610457375,0.1552211413206015
Bombus bohemicus,-9_47,0.0,0,1.0,1,2,0,1,0,14.509889602661133,15.393967628479004,0.8840780258178711,23.068756103515625,1.1091841888394585,1.2213827775929365,0.11219858875347799
Bombus bohemicus,0_49,16.0,1,2.0,1,1,0,0,1,5.769981384277344,7.590302467346191,1.8203210830688477,17.961334228515625,0.0,0.23101745619068495,0.23101745619068495
Bombus bohemicus,1_49,1.0,1,1.0,1,1,0,0,1,7.52157735824585,9.265178680419922,1.7436013221740723,19.783599853515625,0.22229553343295805,0.4435764633776311,0.22128092994467308
Bombus bohemicus,2_49,2.0,1,0.0,0,-1,1,0,0,10.52103328704834,11.872958183288574,1.3519248962402344,21.988677978515625,0.6029573216598056,0.7745304871827489,0.17157316552294322
Bombus campestris,-10_46,0.0,0,1.0,1,2,0,1,0,15.212251663208008,15.688948631286621,0.4766969680786133,19.577301025390625,1.078599292687334,1.134577436424704,0.05597814373737009
Bombus campestris,-1_49,2.0,1,1.0,1,1,0,0,1,6.027148723602295,7.814065456390381,1.786916732788086,18.328521728515625,0.0,0.20983620289824723,0.20983620289824723
Bombus campestris,-2_49,0.0,0,1.0,1,2,0,1,0,10.554611206054688,12.133622169494629,1.5790109634399414,21.414459228515625,0.5316562986120673,0.7170782932821648,0.18542199467009746
Bombus campestris,-2_50,0.0,0,1.0,1,2,0,1,0,11.991334915161133,13.224273681640625,1.2329387664794922,20.734771728515625,0.700369614795746,0.8451526281376368,0.1447830133418908
Bombus campestris,-3_49,0.0,0,22.0,1,2,0,1,0,10.40583610534668,11.856897354125977,1.4510612487792969,20.299224853515625,0.5141857575143501,0.6845827195157945,0.17039696200144439
Bombus campestris,-3_50,0.0,0,9.0,1,2,0,1,0,12.523505210876465,13.663824081420898,1.1403188705444336,20.113677978515625,0.762861947034366,0.8967686800665865,0.13390673303222045
Bombus campestris,-4_47,4.0,1,2.0,1,1,0,0,1,13.649563789367676,15.053909301757812,1.4043455123901367,26.326324462890625,0.8950941053750174,1.0600052758117915,0.16491117043677406
Bombus campestris,-4_49,0.0,0,1.0,1,2,0,1,0,9.322877883911133,10.782659530639648,1.4597816467285156,18.678131103515625,0.3870148396345277,0.5584358309932721,0.1714209913587444
Bombus campestris,-4_50,0.0,0,2.0,1,2,0,1,0,11.204657554626465,12.420002937316895,1.2153453826904297,19.348052978515625,0.6079907214697823,0.7507077578231044,0.1427170363533221
Bombus campestris,-5_47,2.0,1,0.0,0,-1,1,0,0,11.073504447937012,12.498088836669922,1.4245843887329102,23.736724853515625,0.5925895170370029,0.7598773225372746,0.16728780550027167
Bombus campestris,-5_49,0.0,0,3.0,1,2,0,1,0,8.755682945251465,10.272171020507812,1.5164880752563477,18.526519775390625,0.3204095915848618,0.49848957349636425,0.17807998191150243
Bombus campestris,-5_50,1.0,1,25.0,1,1,0,0,1,9.462301254272461,10.608719825744629,1.146418571472168,17.179840087890625,0.4033872145164001,0.5380102305505116,0.13462301603411148
Bombus campestris,-6_47,7.0,1,0.0,0,-1,1,0,0,10.670647621154785,11.902288436889648,1.2316408157348633,22.519927978515625,0.5452823620406293,0.6899129580645755,0.14463059602394623
Bombus campestris,-6_50,0.0,0,18.0,1,2,0,1,0,9.921079635620117,11.126441955566406,1.205362319946289,17.580230712890625,0.4572611929438061,0.5988059262227389,0.14154473327893274
Bombus campestris,-7_49,0.0,0,6.0,1,2,0,1,0,8.275877952575684,9.84202766418457,1.5661497116088867,18.562164306640625,0.26406647500459574,0.4479781831575728,0.18391170815297708
